"name","chrom","chromStart","chromEnd","length","alias","description","freq.gene","freq.up","freq.syn","total"
"CNAG_04747","chr10","512676","514481","1805","null","hypothetical protein CNAG_04747","0","1","0",1
"CNAG_04752","chr10","502886","504229","1343","null","hypothetical protein CNAG_04752","2","0","1",3
"CNAG_04753","chr10","497576","499456","1880","null","gluconolactonase","0","2","1",3
"CNAG_04755","chr10","486568","492318","5750","BCK1","STE/STE11/BCK1 protein kinase","0","2","0",2
"CNAG_04757","chr10","480145","481330","1185","null","mitochondrial protein","0","1","0",1
"CNAG_04758","chr10","477936","479720","1784","AMT2","amt family ammonium transporter","0","2","0",2
"CNAG_04759","chr10","474185","476068","1883","null","hypothetical protein CNAG_04759","1","0","1",2
"CNAG_04760","chr10","471990","473144","1154","null","cytoplasmic protein","0","1","0",1
"CNAG_04766","chr10","462521","463033","512","null","hypothetical protein CNAG_04766","0","1","0",1
"CNAG_04767","chr10","460758","462091","1333","null","hypothetical protein CNAG_04767","1","0","0",1
"CNAG_04770","chr10","451460","452771","1311","null","nucleolar essential protein 1","1","0","0",1
"CNAG_04773","chr10","443623","445518","1895","null","hypothetical protein CNAG_04773","0","0","1",1
"CNAG_04774","chr10","437190","441379","4189","null","nuclear protein","1","0","1",2
"CNAG_04777","chr10","432736","434274","1538","null","S-adenosylmethionine-dependent methyltransferase","1","0","0",1
"CNAG_04781","chr10","421704","423119","1415","null","hypothetical protein CNAG_04781","0","1","0",1
"CNAG_04782","chr10","417303","420112","2809","null","hypothetical protein CNAG_04782","1","0","0",1
"CNAG_04784","chr10","409609","411799","2190","null","monosaccharide transporter","0","1","0",1
"CNAG_04786","chr10","404760","408406","3646","null","hypothetical protein CNAG_04786","0","1","1",2
"CNAG_04791","chr10","391294","392531","1237","null","hypothetical protein CNAG_04791","0","0","1",1
"CNAG_04794","chr10","381415","383533","2118","null","spermine transporter","0","2","0",2
"CNAG_04796","chr10","376381","379013","2632","CNA1","serine/threonine-protein phosphatase 2B catalytic subunit A1","0","0","1",1
"CNAG_04801","chr10","364203","366424","2221","null","hypothetical protein CNAG_04801","0","3","0",3
"CNAG_04803","chr10","357069","361792","4723","null","protein transporter SEC31","2","5","0",7
"CNAG_04804","chr10","352256","355441","3185","SRE1","hypothetical protein CNAG_04804","1","0","0",1
"CNAG_04805","chr10","349871","351948","2077","null","peptidyl-prolyl isomerase CWC27","0","0","1",1
"CNAG_04807","chr10","344828","346024","1196","null","hypothetical protein CNAG_04807","0","2","0",2
"CNAG_04808","chr10","339372","342048","2676","null","XPG N-terminal domain-containing protein","0","2","3",5
"CNAG_04809","chr10","337247","338850","1603","null","COP9 signalosome complex subunit 5","0","0","1",1
"CNAG_04810","chr10","336658","336990","332","null","hypothetical protein CNAG_04810","0","1","2",3
"CNAG_04813","chr10","329717","330845","1128","null","V-type ATPase, C subunit","0","5","0",5
"CNAG_04815","chr10","322938","328931","5993","BNI1","cytokinesis protein","2","1","0",3
"CNAG_04823","chr10","306229","307677","1448","null","peptidyl-prolyl cis-trans isomerase H","0","1","0",1
"CNAG_04825","chr10","302059","303476","1417","null","hypothetical protein CNAG_04825","0","1","0",1
"CNAG_04834","chr10","282587","284307","1720","null","MFS transporter","1","0","0",1
"CNAG_04835","chr10","280893","281993","1100","null","dihydrodipicolinate synthase","0","1","0",1
"CNAG_04836","chr10","276708","279401","2693","null","nuclear protein","1","1","0",2
"CNAG_04837","chr10","272604","274410","1806","MLN1","hypothetical protein CNAG_04837","0","0","1",1
"CNAG_04838","chr10","268918","271617","2699","null","hypothetical protein CNAG_04838","0","1","0",1
"CNAG_04841","chr10","261229","264729","3500","null","transcriptional regulatory protein","1","0","0",1
"CNAG_04842","chr10","257423","259285","1862","null","hypothetical protein CNAG_04842","0","1","0",1
"CNAG_04843","chr10","254647","256938","2291","null","Atypical/ABC1/ABC1-B protein kinase","1","0","0",1
"CNAG_04844","chr10","253638","254234","596","null","mitochondrial import receptor subunit tom22","0","1","0",1
"CNAG_04845","chr10","252348","253431","1083","null","mannose-P-dolichol utilization defect 1","0","1","0",1
"CNAG_04847","chr10","247100","248896","1796","null","hypothetical protein CNAG_04847","1","0","0",1
"CNAG_04854","chr10","232071","232567","496","null","hypothetical protein CNAG_04854","0","3","0",3
"CNAG_04857","chr10","197373","199130","1757","null","hypothetical protein CNAG_04857","1","2","0",3
"CNAG_04860","chr10","191111","194170","3059","XPT1","hypothetical protein CNAG_04860","1","0","1",2
"CNAG_04861","chr10","189220","190731","1511","null","transglycosylase SLT domain-containing protein","1","0","0",1
"CNAG_04862","chr10","181272","188080","6808","null","glutamate synthase (NADPH/NADH)","0","1","1",2
"CNAG_04863","chr10","178057","179186","1129","VPS25","ESCRT-II complex subunit VPS25","0","0","1",1
"CNAG_04865","chr10","167056","169308","2252","null","mannitol dehydrogenase","1","0","0",1
"CNAG_04867","chr10","161167","163144","1977","null","vacuolar protein","1","0","0",1
"CNAG_04868","chr10","158213","160773","2560","null","cytoplasmic protein","1","0","0",1
"CNAG_04869","chr10","154331","157112","2781","PNB1","carboxylesterase","2","6","0",8
"CNAG_04870","chr10","150964","153778","2814","null","hypothetical protein CNAG_04870","7","3","3",13
"CNAG_04871","chr10","149234","150052","818","null","hypothetical protein CNAG_04871","0","2","0",2
"CNAG_04872","chr10","147333","148843","1510","null","mitochondrial protein","1","1","0",2
"CNAG_04873","chr10","145289","146998","1709","null","hypothetical protein CNAG_04873","0","0","1",1
"CNAG_04875","chr10","137557","140485","2928","null","hypothetical protein CNAG_04875","0","1","0",1
"CNAG_04878","chr10","129029","131157","2128","null","hypothetical protein CNAG_04878","0","2","0",2
"CNAG_04879","chr10","122775","128453","5678","null","glycogen debranching enzyme","1","0","1",2
"CNAG_04884","chr10","113852","114668","816","null","large subunit ribosomal protein L44","0","1","0",1
"CNAG_04886","chr10","108075","109019","944","null","hypothetical protein CNAG_04886","0","1","0",1
"CNAG_04888","chr10","104754","105977","1223","null","hypothetical protein CNAG_04888","1","1","0",2
"CNAG_04890","chr10","100361","102055","1694","null","hypothetical protein CNAG_04890","0","0","1",1
"CNAG_04894","chr10","93831","94256","425","null","hypothetical protein CNAG_04894","0","1","0",1
"CNAG_04895","chr10","88824","92541","3717","null","nuclear protein","0","0","1",1
"CNAG_04898","chr10","82310","83827","1517","null","MFS transporter","1","0","0",1
"CNAG_04899","chr10","79360","80687","1327","null","cytoplasmic protein","0","1","0",1
"CNAG_04903","chr10","71891","72492","601","null","hypothetical protein CNAG_04903","0","1","0",1
"CNAG_04907","chr10","57169","59307","2138","null","hypothetical protein CNAG_04907","1","0","0",1
"CNAG_04916","chr10","33922","36215","2293","null","hypothetical protein CNAG_04916","0","1","0",1
"CNAG_04921","chr10","19344","20694","1350","null","hypothetical protein CNAG_04921","0","1","0",1
"CNAG_04932","chr4","10120","12222","2102","null","hypothetical protein CNAG_04932","0","0","1",1
"CNAG_04935","chr4","17510","18922","1412","null","hypothetical protein CNAG_04935","0","1","0",1
"CNAG_04943","chr4","40735","43906","3171","null","CBS domain-containing protein","0","2","1",3
"CNAG_04944","chr4","46200","47727","1527","null","hypothetical protein CNAG_04944","0","2","1",3
"CNAG_04946","chr4","50213","52234","2021","null","hypothetical protein CNAG_04946","0","0","1",1
"CNAG_04947","chr4","53252","55084","1832","null","high-affinity nicotinic acid transporter","1","0","0",1
"CNAG_04949","chr4","58197","59901","1704","null","hypothetical protein CNAG_04949","0","1","1",2
"CNAG_04951","chr4","61878","63276","1398","null","3-deoxy-7-phosphoheptulonate synthase","0","3","1",4
"CNAG_04952","chr4","63998","64982","984","null","ADP-ribosylation factor 6","0","1","0",1
"CNAG_04953","chr4","67011","68082","1071","null","hypothetical protein CNAG_04953","0","1","0",1
"CNAG_04955","chr4","73079","74559","1480","null","oxidoreductase","0","1","1",2
"CNAG_04963","chr4","93774","95312","1538","null","hypothetical protein CNAG_04963","0","1","0",1
"CNAG_04967","chr4","106657","108392","1735","null","hypothetical protein CNAG_04967","1","0","1",2
"CNAG_04968","chr4","109301","110977","1676","null","hypothetical protein CNAG_04968","0","1","0",1
"CNAG_04970","chr4","115198","116444","1246","null","hypothetical protein CNAG_04970","1","2","0",3
"CNAG_04974","chr4","125166","126901","1735","null","hypothetical protein CNAG_04974","1","0","0",1
"CNAG_04989","chr4","160924","162111","1187","null","protein FRG1","0","0","1",1
"CNAG_04992","chr4","171059","173815","2756","null","hypothetical protein CNAG_04992","0","1","0",1
"CNAG_05000","chr4","190648","193513","2865","null","hypothetical protein CNAG_05000","1","1","0",2
"CNAG_05001","chr4","193685","194793","1108","null","hypothetical protein CNAG_05001","1","0","0",1
"CNAG_05005","chr4","204147","207494","3347","null","ULK/ULK protein kinase","0","0","1",1
"CNAG_05008","chr4","213563","214433","870","null","hypothetical protein CNAG_05008","0","0","1",1
"CNAG_05009","chr4","215088","216750","1662","null","integral membrane protein","0","0","1",1
"CNAG_05013","chr4","226391","228877","2486","null","RNP domain-containing protein","1","0","0",1
"CNAG_05017","chr4","235727","237978","2251","null","GabA permease","0","1","1",2
"CNAG_05019","chr4","240125","242641","2516","null","hypothetical protein CNAG_05019","0","1","0",1
"CNAG_05026","chr4","253643","254756","1113","null","mango esterase","0","1","0",1
"CNAG_05037","chr4","278579","279700","1121","null","hypothetical protein CNAG_05037","1","0","0",1
"CNAG_05039","chr4","281409","283556","2147","null","hypothetical protein CNAG_05039","0","1","0",1
"CNAG_05041","chr4","285064","285995","931","null","NADH-ubiquinone oxidoreductase subunit 8","0","2","0",2
"CNAG_05042","chr4","286205","288871","2666","null","carnitine acetyltransferase","1","0","0",1
"CNAG_05043","chr4","290187","293185","2998","null","hypothetical protein CNAG_05043","1","0","0",1
"CNAG_05046","chr4","295976","297690","1714","null","hypothetical protein CNAG_05046","1","0","0",1
"CNAG_05049","chr4","303877","306784","2907","null","hypothetical protein CNAG_05049","1","8","1",10
"CNAG_05053","chr4","311904","313883","1979","null","hypothetical protein CNAG_05053","4","0","3",7
"CNAG_05055","chr4","314520","315733","1213","null","DNA/RNA-binding protein KIN17","0","0","1",1
"CNAG_05056","chr4","316251","318711","2460","null","hypothetical protein CNAG_05056","0","0","2",2
"CNAG_05057","chr4","318929","319989","1060","null","hypothetical protein CNAG_05057","0","0","1",1
"CNAG_05058","chr4","321106","322772","1666","null","GTPase","0","1","0",1
"CNAG_05059","chr4","322999","324723","1724","null","pyruvate dehydrogenase E1 component subunit beta","0","1","0",1
"CNAG_05062","chr4","330035","332667","2632","PUt2","hypothetical protein CNAG_05062","1","0","0",1
"CNAG_05063","chr4","332951","337782","4831","SSK2","STE/STE11/SSK protein kinase","0","1","0",1
"CNAG_05064","chr4","338852","340830","1978","null","hypothetical protein CNAG_05064","1","0","1",2
"CNAG_05066","chr4","342075","342968","893","null","hypothetical protein CNAG_05066","3","4","1",8
"CNAG_05067","chr4","343299","344709","1410","null","hypothetical protein CNAG_05067","1","0","0",1
"CNAG_05070","chr4","350591","355120","4529","null","sulfite reductase (NADPH) hemoprotein, beta-component","0","2","1",3
"CNAG_05072","chr4","359287","361218","1931","null","endopeptidase","1","0","1",2
"CNAG_05074","chr4","364960","368540","3580","null","hypothetical protein CNAG_05074","2","0","0",2
"CNAG_05075","chr4","369285","371679","2394","null","solute carrier family 20 (sodium-dependent phosphate transporter)","1","1","2",4
"CNAG_05076","chr4","372638","373673","1035","null","hypothetical protein CNAG_05076","1","1","0",2
"CNAG_05078","chr4","379063","380909","1846","null","tRNA \'-O-ribosylphosphate transferase","1","0","0",1
"CNAG_05079","chr4","381334","381640","306","null","hypothetical protein CNAG_05079","1","4","0",5
"CNAG_05084","chr4","400452","403535","3083","null","phospholipase A-2-activating protein","1","0","1",2
"CNAG_05092","chr4","417487","417930","443","null","hypothetical protein CNAG_05092","0","1","0",1
"CNAG_05093","chr4","419046","420465","1419","null","hypothetical protein CNAG_05093","0","1","1",2
"CNAG_05096","chr4","423624","425305","1681","null","histone deacetylase 1/2","0","0","1",1
"CNAG_05111","chr4","455799","456599","800","null","hypothetical protein CNAG_05111","1","0","0",1
"CNAG_05116","chr4","470498","472762","2264","null","DNA polymerase mu subunit","1","0","0",1
"CNAG_05120","chr4","481882","483663","1781","null","nicotinate phosphoribosyltransferase","1","0","0",1
"CNAG_05124","chr4","490981","494050","3069","SEY1","protein SEY1","1","0","1",2
"CNAG_05125","chr4","494508","495818","1310","null","diphosphomevalonate decarboxylase","0","0","3",3
"CNAG_05129","chr4","500541","502358","1817","null","hypothetical protein CNAG_05129","1","0","0",1
"CNAG_05130","chr4","503516","506168","2652","null","hypothetical protein CNAG_05130","0","2","0",2
"CNAG_05132","chr4","507849","508616","767","null","cytochrome c oxidase subunit 5b","0","2","0",2
"CNAG_05134","chr4","513249","515061","1812","null","ornithine-oxo-acid transaminase","0","0","1",1
"CNAG_05135","chr4","515400","519102","3702","PMR1","Ca2 -transporting ATPase","0","2","0",2
"CNAG_05137","chr4","524272","525082","810","null","ER lumen protein retaining receptor","0","1","0",1
"CNAG_05142","chr4","541004","542639","1635","null","dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase","0","1","0",1
"CNAG_05155","chr4","575331","579175","3844","PTP2","protein-tyrosine-phosphatase","1","0","0",1
"CNAG_05157","chr4","584063","585667","1604","null","hypothetical protein CNAG_05157","1","0","0",1
"CNAG_05167","chr4","608717","609108","391","null","hypothetical protein CNAG_05167","0","1","0",1
"CNAG_05169","chr4","612267","614736","2469","null","L-lactate dehydrogenase (cytochrome)","0","1","0",1
"CNAG_05171","chr4","620055","621219","1164","null","CCR4-NOT transcription complex subunit 7/8","0","1","0",1
"CNAG_05172","chr4","621447","626221","4774","null","myosin-1","1","0","0",1
"CNAG_05176","chr4","637755","639810","2055","null","hypothetical protein CNAG_05176","0","0","1",1
"CNAG_05178","chr4","643572","644736","1164","null","hypothetical protein CNAG_05178","0","2","0",2
"CNAG_05181","chr4","652296","655892","3596","BWC1","white collar 1 protein","1","0","0",1
"CNAG_05185","chr4","666198","667166","968","null","hypothetical protein CNAG_05185","2","0","0",2
"CNAG_05187","chr4","669989","672530","2541","null","hypothetical protein CNAG_05187","1","0","0",1
"CNAG_05190","chr4","677146","679665","2519","null","hypothetical protein CNAG_05190","1","0","1",2
"CNAG_05191","chr4","679785","682090","2305","null","hypothetical protein CNAG_05191","0","0","1",1
"CNAG_05192","chr4","683091","683787","696","null","hypothetical protein CNAG_05192","0","1","0",1
"CNAG_05193","chr4","684267","686109","1842","null","endoplasmic reticulum-Golgi intermediate compartment protein 2","0","0","1",1
"CNAG_05194","chr4","686196","687772","1576","null","lipoyl synthase, mitochondrial","0","0","1",1
