"","chrom","chromStart","chromEnd","Strand","name","length","description","alias"
"2253","chr4",448075,449147,"+","CNAG_05106",315,"hypothetical protein CNAG_05106","null"
"2254","chr4",449167,449756,"-","CNAG_05107",134,"prefoldin subunit 4","null"
"2255","chr4",450618,453309,"+","CNAG_05109",832,"CBS and PB1 domain-containing protein","null"
"2257","chr4",454833,455607,"-","CNAG_05110",194,"small subunit ribosomal protein S13","null"
"2258","chr4",455799,456599,"+","CNAG_05111",246,"hypothetical protein CNAG_05111","null"
"2259","chr4",458179,460869,"-","CNAG_05112",753,"hypothetical protein CNAG_05112","null"
"2260","chr4",461371,463396,"+","CNAG_05113",524,"aldehyde dehydrogenase (NAD)","null"
"2261","chr4",463936,466842,"+","CNAG_05114",730,"peroxisomal copper amine oxidase","null"
"2262","chr4",467200,469039,"-","CNAG_05115",455,"sarcosine oxidase","null"
"2263","chr4",470498,472762,"-","CNAG_05116",560,"DNA polymerase mu subunit","null"
"2264","chr4",473295,475616,"+","CNAG_05117",526,"hypothetical protein CNAG_05117","null"
"2265","chr4",476037,477026,"+","CNAG_05118",236,"hypothetical protein CNAG_05118","null"
"2266","chr4",477313,479673,"-","CNAG_05119",521,"GabA permease","null"
"2267","chr4",481882,483663,"-","CNAG_05120",453,"nicotinate phosphoribosyltransferase","null"
"2268","chr4",483865,487221,"+","CNAG_05121",1079,"hypothetical protein CNAG_05121","null"
"2269","chr4",487497,489234,"+","CNAG_05122",528,"homoserine O-acetyltransferase","null"
"2270","chr4",489519,490684,"-","CNAG_05123",294,"hypothetical protein CNAG_05123","null"
"2271","chr4",490981,494050,"+","CNAG_05124",824,"protein SEY1","SEY1"
"2272","chr4",494508,495818,"+","CNAG_05125",395,"diphosphomevalonate decarboxylase","null"
"2276","chr4",500541,502358,"+","CNAG_05129",547,"hypothetical protein CNAG_05129","null"
"2277","chr4",503516,506168,"+","CNAG_05130",634,"hypothetical protein CNAG_05130","null"
"2278","chr4",506572,507499,"+","CNAG_05131",227,"hypothetical protein CNAG_05131","null"
"2279","chr4",507849,508616,"-","CNAG_05132",158,"cytochrome c oxidase subunit 5b","null"
"2281","chr4",513249,515061,"+","CNAG_05134",452,"ornithine-oxo-acid transaminase","null"
"2282","chr4",515400,519102,"-","CNAG_05135",1117,"Ca2 -transporting ATPase","PMR1"
"2283","chr4",519330,523719,"-","CNAG_05136",1156,"cation-transporting ATPase 13A1","null"
"2284","chr4",524272,525082,"+","CNAG_05137",213,"ER lumen protein retaining receptor","null"
"2285","chr4",525538,528549,"-","CNAG_05138",829,"glucan 1,3-beta-glucosidase","null"
"2286","chr4",532044,534414,"-","CNAG_05139",704,"solute carrier family 35 (UDP-sugar transporter), member A1/2/3","UGT1"
"2287","chr4",535461,537761,"+","CNAG_05140",617,"methylenetetrahydrofolate reductase","null"
"2288","chr4",538853,540915,"+","CNAG_05141",632,"hypothetical protein CNAG_05141","null"
"2289","chr4",541004,542639,"-","CNAG_05142",447,"dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase","null"
"2291","chr4",545730,546786,"+","CNAG_05144",239,"carbonic anhydrase","CAN2"
"2292","chr4",547705,551077,"+","CNAG_05145",952,"DNA helicase","null"
"2293","chr4",551328,552061,"-","CNAG_05146",123,"DNA-directed RNA polymerase II subunit RPB9","null"
"2294","chr4",552867,555029,"-","CNAG_05147",702,"hypothetical protein CNAG_05147","null"
"2295","chr4",556120,558615,"+","CNAG_05148",674,"beta-1,2-xylosyltransferase 1","CXT1"
"2296","chr4",559163,560668,"-","CNAG_05149",485,"protoheme IX farnesyltransferase","null"
"2297","chr4",561220,563595,"-","CNAG_05150",724,"ATP-binding cassette transporter","null"
"2298","chr4",563826,564982,"+","CNAG_05151",316,"U3 small nucleolar RNA-associated protein 11","null"
"2299","chr4",565363,568707,"+","CNAG_05152",732,"phospholipid:diacylglycerol acyltransferase","LRO1"
"2300","chr4",569180,572196,"+","CNAG_05153",944,"hypothetical protein CNAG_05153","null"
"2301","chr4",572651,574070,"+","CNAG_05154",382,"membrane fraction protein","null"
"2302","chr4",575331,579175,"-","CNAG_05155",1211,"protein-tyrosine-phosphatase","PTP2"
"2303","chr4",581629,582840,"-","CNAG_05156",308,"hypothetical protein CNAG_05156","null"
"2304","chr4",584063,585667,"-","CNAG_05157",515,"hypothetical protein CNAG_05157","null"
"2305","chr4",585878,588583,"+","CNAG_05158",833,"hypothetical protein CNAG_05158","null"
"2306","chr4",590024,590587,"+","CNAG_05159",147,"hypothetical protein CNAG_05159","null"
"2307","chr4",591167,591395,"-","CNAG_05160",57,"hypothetical protein CNAG_05160","null"
"2308","chr4",592638,593901,"+","CNAG_05161",371,"hypothetical protein CNAG_05161","null"
"2309","chr4",594145,594521,"-","CNAG_05162",71,"V-type proton ATPase subunit E","null"
"2310","chr4",594832,597879,"+","CNAG_05163",999,"exoribonuclease II","null"
"2311","chr4",597986,599223,"-","CNAG_05164",304,"splicing factor 3B subunit 4","null"
"2312","chr4",599586,600747,"-","CNAG_05165",313,"hypothetical protein CNAG_05165","null"
"2313","chr4",601159,607167,"+","CNAG_05166",1915,"helicase SWR1","null"
"2314","chr4",608717,609108,"+","CNAG_05167",83,"hypothetical protein CNAG_05167","null"
"2315","chr4",609971,610834,"+","CNAG_05168",211,"hypothetical protein CNAG_05168","null"
"2316","chr4",612267,614736,"+","CNAG_05169",514,"L-lactate dehydrogenase (cytochrome)","null"
"2317","chr4",616418,619796,"+","CNAG_05170",814,"hypothetical protein CNAG_05170","null"
"2318","chr4",620055,621219,"-","CNAG_05171",292,"CCR4-NOT transcription complex subunit 7/8","null"
"2319","chr4",621447,626221,"+","CNAG_05172",1273,"myosin-1","null"
"2320","chr4",626378,627871,"-","CNAG_05173",461,"DNA-3-methyladenine glycosylase II","null"
"2323","chr4",637755,639810,"+","CNAG_05176",667,"hypothetical protein CNAG_05176","null"
"2324","chr4",640192,643003,"-","CNAG_05177",632,"DNA polymerase kappa subunit","null"
"2325","chr4",643572,644736,"+","CNAG_05178",324,"hypothetical protein CNAG_05178","null"
"2326","chr4",644837,646337,"-","CNAG_05179",434,"ubiquinol-cytochrome c reductase core subunit 2","null"
"2328","chr4",647320,650141,"+","CNAG_05180",817,"hypothetical protein CNAG_05180","null"
"2329","chr4",652296,655892,"+","CNAG_05181",1143,"white collar 1 protein","BWC1"
"2330","chr4",656115,661509,"-","CNAG_05182",1711,"hypothetical protein CNAG_05182","null"
"2331","chr4",661773,664056,"+","CNAG_05183",693,"hypothetical protein CNAG_05183","null"
"2332","chr4",664769,665990,"+","CNAG_05184",350,"glycosyl transferase family 8 protein","null"
"2333","chr4",666198,667166,"-","CNAG_05185",231,"hypothetical protein CNAG_05185","null"
"2334","chr4",667967,669025,"+","CNAG_05186",296,"hypothetical protein CNAG_05186","null"
"2335","chr4",669989,672530,"+","CNAG_05187",737,"hypothetical protein CNAG_05187","null"
"2336","chr4",672675,673750,"-","CNAG_05188",316,"hypothetical protein CNAG_05188","null"
"2337","chr4",674617,676837,"+","CNAG_05189",668,"hypothetical protein CNAG_05189","null"
"2338","chr4",677146,679665,"+","CNAG_05190",697,"hypothetical protein CNAG_05190","null"
"2339","chr4",679785,682090,"-","CNAG_05191",731,"hypothetical protein CNAG_05191","null"
"2340","chr4",683091,683787,"+","CNAG_05192",120,"hypothetical protein CNAG_05192","null"
"2341","chr4",684267,686109,"+","CNAG_05193",431,"endoplasmic reticulum-Golgi intermediate compartment protein 2","null"
"2342","chr4",686196,687772,"-","CNAG_05194",393,"lipoyl synthase, mitochondrial","null"
"2343","chr4",688303,692601,"-","CNAG_05195",1143,"ubiquitin-conjugation factor E4 B","null"
"2344","chr4",692803,693689,"+","CNAG_05196",226,"nuclear cap-binding protein subunit 2","null"
"2345","chr4",693752,694449,"-","CNAG_05197",155,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 8","null"
"2346","chr4",694734,696902,"+","CNAG_05198",600,"DNA repair protein RAD7","null"
"2347","chr4",697238,699688,"+","CNAG_05199",670,"chaperone DnaK","null"
"2348","chr4",700205,701624,"+","CNAG_05200",402,"pyridoxal kinase","null"
"2349","chr4",701710,706229,"-","CNAG_05201",870,"DNA mismatch repair protein MSH4","null"
"2350","chr4",706757,708652,"+","CNAG_05202",495,"SET domain-containing protein 6","null"
"2351","chr4",748322,749539,"-","CNAG_05212",364,"hypothetical protein CNAG_05212","null"
"2353","chr4",753095,754838,"-","CNAG_05215",517,"hypothetical protein CNAG_05215","null"
"2354","chr4",755150,757860,"+","CNAG_05216",675,"CAMK protein kinase","null"
"2355","chr4",758077,759132,"-","CNAG_05217",219,"hypothetical protein CNAG_05217","null"
"2356","chr4",759395,761302,"+","CNAG_05218",507,"adenylyl cyclase-associated protein","ACA1"
"2357","chr4",761387,762749,"-","CNAG_05219",335,"hypothetical protein CNAG_05219","null"
"2358","chr4",763770,769089,"+","CNAG_05220",1267,"phosphatidylinositol 3-kinase","TLK1"
"2359","chr4",769364,770024,"-","CNAG_05221",138,"histone H2A.Z","null"
"2360","chr4",772148,773296,"+","CNAG_05222",359,"transcriptional regulator Nrg1","NRG1"
"2361","chr4",774709,776179,"-","CNAG_05223",385,"hypothetical protein CNAG_05223","null"
"2362","chr4",776755,778165,"-","CNAG_05224",435,"hypothetical protein CNAG_05224","null"
"2363","chr4",778392,778998,"+","CNAG_05225",148,"bud site selection protein 31","null"
"2364","chr4",779799,781300,"+","CNAG_05226",411,"hypothetical protein CNAG_05226","null"
"2365","chr4",781400,783075,"-","CNAG_05227",489,"hypothetical protein CNAG_05227","null"
"2366","chr4",783549,784835,"+","CNAG_05228",382,"U3 small nucleolar ribonucleoprotein LCP5","null"
"2367","chr4",785464,787169,"-","CNAG_05229",379,"stomatin family protein","null"
"2368","chr4",789482,791220,"-","CNAG_05230",488,"sentrin/sumo-specific protease","null"
"2369","chr4",791421,795114,"+","CNAG_05231",1024,"nuclear protein","null"
"2370","chr4",795548,796589,"+","CNAG_05232",255,"large subunit ribosomal protein L8","RPL2"
"2371","chr4",797015,800591,"+","CNAG_05233",1099,"hypothetical protein CNAG_05233","null"
"2372","chr4",801161,802491,"+","CNAG_05234",424,"mitochondrial import inner membrane translocase subunit TIM54","null"
"2373","chr4",802785,803830,"-","CNAG_05235",256,"protein BMH2","null"
"2374","chr4",804985,806849,"+","CNAG_05236",462,"hypothetical protein CNAG_05236","null"
"2375","chr4",807302,808943,"+","CNAG_05237",414,"hypothetical protein CNAG_05237","null"
"2376","chr4",809570,810872,"+","CNAG_05238",394,"hypothetical protein CNAG_05238","null"
"2377","chr4",811566,812262,"+","CNAG_05239",144,"cytoplasmic protein","null"
"2378","chr4",812372,814361,"-","CNAG_05240",600,"signal recognition particle subunit SRP68","null"
"2379","chr4",814592,815263,"+","CNAG_05241",106,"U6 snRNA-associated Sm-like protein LSm7","null"
"2380","chr4",815463,819580,"-","CNAG_05242",1200,"hypothetical protein CNAG_05242","null"
"2381","chr4",820542,822630,"+","CNAG_05243",626,"xylulokinase","null"
"2382","chr4",823296,825448,"-","CNAG_05244",686,"hypothetical protein CNAG_05244","null"
"2384","chr4",829807,830546,"-","CNAG_05245",230,"hypothetical protein CNAG_05245","null"
"2385","chr4",831914,832648,"-","CNAG_05246",139,"hypothetical protein CNAG_05246","null"
"2386","chr4",832949,834336,"+","CNAG_05247",367,"lysophosphatidate acyltransferase","SLC1"
"2387","chr4",834753,837513,"+","CNAG_05248",753,"clathrin binding protein","null"
"2390","chr4",842196,845206,"-","CNAG_05250",879,"telomere maintenance protein","null"
"2391","chr4",847184,848301,"-","CNAG_05251",198,"hypothetical protein CNAG_05251","null"
"2392","chr4",848700,850464,"-","CNAG_05252",369,"chaperone regulator","null"
"2393","chr4",850754,853253,"+","CNAG_05253",771,"hypothetical protein CNAG_05253","null"
"2394","chr4",854679,856136,"+","CNAG_05254",412,"solute carrier family 35 (UDP-galactose transporter), member B1","null"
"2395","chr4",856676,859389,"+","CNAG_05255",813,"hypothetical protein CNAG_05255","null"
"2396","chr4",859713,861623,"-","CNAG_05256",498,"catalase","CAT2"
"2397","chr4",862958,864836,"+","CNAG_05258",588,"glucose-methanol-choline oxidoreductase","SMG1"
"2399","chr4",867347,868436,"-","CNAG_05259",309,"hypothetical protein CNAG_05259","null"
"2400","chr4",869514,871881,"+","CNAG_05260",557,"glutamate decarboxylase","null"
"2401","chr4",872641,874796,"+","CNAG_05261",605,"hypothetical protein CNAG_05261","null"
"2402","chr4",875297,877782,"+","CNAG_05262",774,"hypothetical protein CNAG_05262","null"
"2403","chr4",878204,878587,"-","CNAG_05263",127,"hypothetical protein CNAG_05263","null"
"2404","chr4",880616,882748,"+","CNAG_05264",602,"alpha-amylase AmyA","null"
"2405","chr4",883176,883685,"-","CNAG_05265",81,"hypothetical protein CNAG_05265","null"
"2406","chr4",885608,886746,"-","CNAG_05266",339,"membrane protein","null"
"2407","chr4",888101,889125,"+","CNAG_05267",95,"NADH dehydrogenase (ubiquinone) Fe-S protein 5","null"
"2408","chr4",889302,890404,"-","CNAG_05268",223,"hypothetical protein CNAG_05268","null"
"2409","chr4",890674,891711,"+","CNAG_05269",256,"20S proteasome subunit alpha 7","null"
"2410","chr4",892054,894960,"-","CNAG_05270",865,"tRNA pseudouridine13 synthase","null"
"2411","chr4",895160,896357,"+","CNAG_05271",295,"transcription initiation factor TFIIE subunit beta","null"
"2412","chr4",896589,898919,"-","CNAG_05272",658,"hypothetical protein CNAG_05272","null"
"2413","chr4",899418,900241,"-","CNAG_05273",187,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase","null"
"2414","chr4",900536,903284,"+","CNAG_05274",728,"STE/STE20/YSK protein kinase","null"
"2417","chr4",910872,913356,"+","CNAG_05276",623,"histone deacetylase 1/2","null"
"2418","chr4",914359,915384,"+","CNAG_05277",120,"vesicle-associated membrane protein 4","null"
"2419","chr4",916779,917417,"-","CNAG_05278",150,"hypothetical protein CNAG_05278","null"
"2420","chr4",919179,920373,"+","CNAG_05279",267,"hypothetical protein CNAG_05279","null"
"2421","chr4",920709,923709,"-","CNAG_05280",928,"F-box and leucine-rich repeat protein GRR1","FBP1"
"2422","chr4",924979,925579,"+","CNAG_05281",156,"hypothetical protein CNAG_05281","null"
"2423","chr4",925962,929967,"-","CNAG_05282",1106,"phospholipid-translocating ATPase","APT4"
"2424","chr4",930227,931648,"+","CNAG_05283",383,"solute carrier family 25 (mitochondrial carrier protein), member 16","null"
"2425","chr4",933269,935072,"-","CNAG_05284",543,"hypothetical protein CNAG_05284","null"
"2426","chr4",935348,936641,"+","CNAG_05285",324,"hypothetical protein CNAG_05285","null"
"2427","chr4",936737,937461,"-","CNAG_05286",180,"hypothetical protein CNAG_05286","null"
"2428","chr4",937766,938305,"+","CNAG_05287",105,"hypothetical protein CNAG_05287","null"
"2429","chr4",938583,940257,"-","CNAG_05288",304,"HUS1 checkpoint protein","null"
"2430","chr4",941247,943106,"-","CNAG_05289",560,"hypothetical protein CNAG_05289","null"
"2432","chr4",946432,947838,"-","CNAG_05290",412,"transcription initiation protein SPT3","SPT3"
"2434","chr4",950606,954551,"-","CNAG_05291",1178,"hypothetical protein CNAG_05291","null"
"2435","chr4",956162,958651,"+","CNAG_05292",669,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)","TPS1"
"2436","chr4",959437,962416,"+","CNAG_05293",926,"glycogenin glucosyltransferase","null"
"2437","chr4",963168,966186,"-","CNAG_05294",922,"F-box and WD-40 domain-containing protein CDC4","null"
"2438","chr4",966551,967696,"-","CNAG_05295",360,"hypothetical protein CNAG_05295","null"
"2439","chr4",967932,970109,"+","CNAG_05296",659,"metallochaperone","null"
"2440","chr4",970634,971604,"-","CNAG_05297",266,"hypothetical protein CNAG_05297","null"
"2441","chr4",972192,976064,"-","CNAG_05298",1159,"hypothetical protein CNAG_05298","null"
"2442","chr4",976871,977947,"-","CNAG_05299",300,"oxidoreductase","null"
"2443","chr4",978395,981170,"+","CNAG_05300",680,"mitochondrial carrier protein","null"
"2444","chr4",981421,984577,"-","CNAG_05301",695,"deoxyuridine 5\'-triphosphate nucleotidohydrolase","CRN1"
"2445","chr4",986344,988623,"+","CNAG_05302",512,"amine oxidase","null"
"2446","chr4",989008,991212,"-","CNAG_05303",549,"isocitrate lyase","ICL1"
"2447","chr4",992540,993955,"+","CNAG_05304",347,"hypothetical protein CNAG_05304","null"
"2448","chr4",996498,998324,"+","CNAG_05305",608,"hypothetical protein CNAG_05305","null"
"2449","chr4",999579,1001988,"-","CNAG_05306",659,"hypothetical protein CNAG_05306","null"
"2450","chr4",1002227,1005172,"-","CNAG_05307",643,"beta-catenin-like protein 1","null"
"2451","chr4",1005495,1010119,"-","CNAG_05308",1450,"beta-catenin-like protein 1","null"
"2452","chr4",1011242,1013033,"-","CNAG_05309",463,"hypothetical protein CNAG_05309","null"
"2453","chr4",1013505,1014760,"+","CNAG_05310",323,"nipsnap family protein","null"
"2454","chr4",1015086,1018217,"-","CNAG_05311",969,"arsenite-resistant protein ASR2","null"
"2455","chr4",1018841,1020605,"-","CNAG_05312",404,"hypothetical protein CNAG_05312","null"
"2456","chr4",1022725,1027663,"+","CNAG_05313",1314,"hypothetical protein CNAG_05313","null"
"2457","chr4",1028055,1029862,"-","CNAG_05314",477,"ADP-ribosylation factor GTPase-activating protein 2/3","GLO3"
"2458","chr4",1030558,1032411,"-","CNAG_05315",432,"taurine catabolism dioxygenase TauD","null"
"2459","chr4",1036081,1037236,"+","CNAG_05316",311,"inositol oxygenase","null"
"2460","chr4",1038334,1039850,"-","CNAG_05317",441,"phytanoyl-CoA dioxygenase","null"
"2461","chr4",1040270,1042556,"+","CNAG_05318",555,"L-mandelate dehydrogenase","null"
"2463","chr4",1044598,1045974,"+","CNAG_05319",378,"hypothetical protein CNAG_05319","null"
"2464","chr4",1047104,1048607,"+","CNAG_05320",366,"oxidoreductase","null"
"2465","chr4",1050092,1051597,"+","CNAG_05321",366,"transposase subfamily","null"
"2467","chr4",1055656,1057836,"+","CNAG_05324",538,"sugar transporter","null"
"2469","chr4",1059075,1060049,"-","CNAG_05325",218,"hypothetical protein CNAG_05325","null"
"2471","chr4",1061591,1062658,"+","CNAG_05326",296,"hypothetical protein CNAG_05326","null"
"2472","chr4",1063965,1066381,"-","CNAG_05327",529,"hypothetical protein CNAG_05327","null"
"2474","chr4",1071378,1072715,"-","CNAG_05329",359,"myo-inositol 2-dehydrogenase","null"
